indication_class,molecule_chembl_id,molecule_type,pref_name
Diagnostic Aid (cystoscopy),CHEMBL1091250,Small molecule,INDIGOTINDISULFONATE
,CHEMBL1096562,Small molecule,METHYL AMINOLEVULINATE
Antineoplastic,CHEMBL1096882,Small molecule,FLUDARABINE PHOSPHATE
Diagnostic Aid (radiopaque medium),CHEMBL1097620,Small molecule,IOTHALAMATE SODIUM
Bronchodilator,CHEMBL1094966,Small molecule,PIRBUTEROL
,CHEMBL1096885,Small molecule,VALRUBICIN
,CHEMBL1094636,Small molecule,NIRAPARIB
Bronchodilator,CHEMBL1095607,Small molecule,REPROTEROL
Cardiac Depressant (anti-arrhythmic); Anti-Adrenergic,CHEMBL1095292,Small molecule,BRETYLIUM TOSYLATE
Antibacterial,CHEMBL1095283,Small molecule,CARBENICILLIN PHENYL
Antibacterial,CHEMBL1095930,Small molecule,CEFUROXIME AXETIL
Detoxifying Agent,CHEMBL1098319,Small molecule,MESNA
,CHEMBL1098285,Small molecule,DISTIGMINE BROMIDE
,CHEMBL1095777,Small molecule,INDACATEROL
,CHEMBL1097279,Small molecule,CANGRELOR TETRASODIUM
Antihypertensive; Aldosterone Antagonist,CHEMBL1095097,Small molecule,EPLERENONE
Inhibitor (decarboxylase),CHEMBL1096979,Small molecule,BENSERAZIDE
"Diagnostic Aid (radioactive, vascular disorders); Radioactive Agent,Radioactive Agent",CHEMBL1098659,Small molecule,WATER
,CHEMBL1096146,Small molecule,PONESIMOD
,CHEMBL1083659,Small molecule,SUVOREXANT
Inhibitor (platelet),CHEMBL1083385,Small molecule,CLOPIDOGREL BISULFATE
,CHEMBL1083993,Small molecule,AMIODARONE HYDROCHLORIDE
,CHEMBL1086440,Small molecule,TRICLABENDAZOLE
,CHEMBL1082407,Small molecule,ENZALUTAMIDE
Bronchodilator,CHEMBL1082607,Small molecule,SALMETEROL XINAFOATE
,CHEMBL1084172,Small molecule,VILANTEROL TRIFENATATE
Anti-Inflammatory,CHEMBL1159650,Small molecule,CLOBETASOL PROPIONATE
,CHEMBL1159717,Small molecule,TULOBUTEROL
"Pharmaceutic Aid (solvent and source of ammonia),Radioactive Agent; Diagnostic Aid (cardiac imaging); Diagnostic Aid (liver imaging)",CHEMBL1160819,Small molecule,"AMMONIA SOLUTION, STRONG"
Antidote (to cyanide poisoning),CHEMBL1161681,Small molecule,NITROUS ACID
,CHEMBL1165342,Small molecule,VINCAMINE
"Diagnostic Aid (radiopaque medium),Radioactive Agent",CHEMBL1165268,Small molecule,IODIPAMIDE
,CHEMBL1164729,Small molecule,FEBUXOSTAT
,CHEMBL1171837,Small molecule,PONATINIB
,CHEMBL1173655,Small molecule,AFATINIB
,CHEMBL1173055,Small molecule,RUCAPARIB
Anesthetic (local),CHEMBL1179047,Small molecule,CHLOROPROCAINE
,CHEMBL1180003,Small molecule,CETRIMIDE
Anticholinergic,CHEMBL1180725,Small molecule,PROPANTHELINE
Neuromuscular Blocking Agent,CHEMBL1182833,Small molecule,MIVACURIUM
,CHEMBL1183349,Small molecule,ISAVUCONAZONIUM
,CHEMBL1183717,Small molecule,ALMITRINE
,CHEMBL1184360,Small molecule,DIAMTHAZOLE
,CHEMBL1185568,Small molecule,DITHIAZANINE
,CHEMBL1186579,Small molecule,METHYLNALTREXONE
Anticholinergic,CHEMBL1186610,Small molecule,ANISOTROPINE
"Anti-Infective, Topical",CHEMBL1187011,Small molecule,DOMIPHEN
Pharmaceutic Aid (preservative),CHEMBL1187417,Small molecule,BENZALKONIUM
Anticholinergic,CHEMBL1187724,Small molecule,METHYLATROPINE
,CHEMBL1187833,Small molecule,UMECLIDINIUM
Anti-Allergic,CHEMBL1189432,Small molecule,OLOPATADINE
Antinauseant; Anti-Emetic,CHEMBL1189679,Small molecule,PALONOSETRON
,CHEMBL1194325,Small molecule,ACLIDINIUM
Anorexic,CHEMBL1194666,Small molecule,DIETHYLPROPION
Vasodilator,CHEMBL1197051,Small molecule,ISOXSUPRINE
,CHEMBL1198857,Small molecule,VILANTEROL
Cardiac Depressant (anti-arrhythmic); Anti-Adrenergic,CHEMBL1199080,Small molecule,BRETYLIUM
,CHEMBL1199307,Small molecule,DISTIGMINE
,CHEMBL1199324,Small molecule,FOSAPREPITANT
Antibacterial,CHEMBL1200321,Small molecule,SULFISOXAZOLE DIOLAMINE
,CHEMBL1200322,Small molecule,ESCITALOPRAM OXALATE
Anti-Adrenergic (beta-receptor); Anti-Adrenergic (alpha-receptor),CHEMBL1200323,Small molecule,LABETALOL HYDROCHLORIDE
Vasodilator,CHEMBL1200326,Small molecule,NICARDIPINE HYDROCHLORIDE
Antidepressant,CHEMBL1200328,Small molecule,DULOXETINE HYDROCHLORIDE
Antispasmodic,CHEMBL1200329,Small molecule,TIZANIDINE HYDROCHLORIDE
Cholinergic (ophthalmic),CHEMBL1200330,Small molecule,PILOCARPINE HYDROCHLORIDE
Antibacterial,CHEMBL1200331,Small molecule,FOSFOMYCIN TROMETHAMINE
Antidepressant,CHEMBL1200332,Small molecule,PROTRIPTYLINE HYDROCHLORIDE
Radioactive Agent,CHEMBL1200333,Small molecule,TECHNETIUM TC 99M PYROPHOSPHATE
Androgen,CHEMBL1200335,Small molecule,TESTOSTERONE ENANTHATE
Antihypertensive,CHEMBL1200338,Small molecule,PINACIDIL
Adrenergic (ophthalmic),CHEMBL1200339,Small molecule,PHENYLEPHRINE HYDROCHLORIDE
,CHEMBL1200340,Small molecule,OSELTAMIVIR PHOSPHATE
Cardiac Depressant (anti-arrhythmic),CHEMBL1200341,Small molecule,INDECAINIDE HYDROCHLORIDE
Glucocorticoid,CHEMBL1200342,Small molecule,PARAMETHASONE ACETATE
Antihypertensive,CHEMBL1200343,Small molecule,PERINDOPRIL ERBUMINE
,CHEMBL1200345,Small molecule,SODIUM SUCCINATE
"Diagnostic Aid (paramagnetic, brain disorders, spine disorders)",CHEMBL1200346,Small molecule,GADODIAMIDE
Anticholinergic,CHEMBL1200347,Small molecule,ISOPROPAMIDE IODIDE
Antifungal,CHEMBL1200348,Small molecule,SULCONAZOLE NITRATE
,CHEMBL1200350,Small molecule,IODIPAMIDE SODIUM
Antibacterial,CHEMBL1200351,Small molecule,SULFADIAZINE SODIUM
,CHEMBL1200353,Small molecule,MEGLUMINE METRIZOATE
,CHEMBL1200354,Small molecule,SODIUM TETRADECYL SULFATE
Antibacterial,CHEMBL1200356,Small molecule,CYCLACILLIN
Anti-Infective,CHEMBL1200357,Small molecule,MOXALACTAM DISODIUM
Antihyperammonemic,CHEMBL1200358,Small molecule,SODIUM PHENYLACETATE
Antibacterial,CHEMBL1200359,Small molecule,SULFAMETER
Radioactive Agent; Diagnostic Aid,CHEMBL1200360,Small molecule,IOFETAMINE HYDROCHLORIDE I 123
Diagnostic Aid (renal function determination),CHEMBL1200365,Small molecule,AMINOHIPPURATE SODIUM
Antibacterial,CHEMBL1200366,Small molecule,CEPHALEXIN HYDROCHLORIDE
Cholinergic (ophthalmic),CHEMBL1200367,Small molecule,ECHOTHIOPHATE IODIDE
Diagnostic Aid (pancreas function determination),CHEMBL1200368,Small molecule,BENTIROMIDE
Keratolytic,CHEMBL1200370,Small molecule,BENZOYL PEROXIDE
,CHEMBL1200374,Small molecule,EXEMESTANE
Chelating Agent (metal),CHEMBL1200375,Small molecule,EDETATE CALCIUM DISODIUM
Glucocorticoid,CHEMBL1200376,Small molecule,BETAMETHASONE BENZOATE
,CHEMBL1200377,Small molecule,AMPHETAMINE ASPARTATE
Adrenergic (alpha12-agonist),CHEMBL1200379,Small molecule,APRACLONIDINE HYDROCHLORIDE
Antiviral,CHEMBL1200380,Small molecule,ACYCLOVIR SODIUM
Ammonia Detoxicant,CHEMBL1200381,Small molecule,ARGININE HYDROCHLORIDE
Vasodilator,CHEMBL1200382,Small molecule,BEPRIDIL HYDROCHLORIDE
Antiparkinsonian,CHEMBL1200383,Small molecule,BENZTROPINE MESYLATE
Glucocorticoid,CHEMBL1200384,Small molecule,BETAMETHASONE DIPROPIONATE
Stimulant (cardiac),CHEMBL1200385,Small molecule,ARBUTAMINE HYDROCHLORIDE
Glucocorticoid,CHEMBL1200386,Small molecule,PREDNICARBATE
,CHEMBL1200387,Small molecule,AMPHETAMINE ADIPATE
Antibacterial,CHEMBL1200388,Small molecule,CLOXACILLIN SODIUM
Alkalizer,CHEMBL1200391,Small molecule,TROMETHAMINE
Antihistaminic,CHEMBL1200392,Small molecule,DOXYLAMINE SUCCINATE
Antibacterial,CHEMBL1200393,Small molecule,GREPAFLOXACIN HYDROCHLORIDE
Antihistaminic; Relaxant (skeletal muscle),CHEMBL1200395,Small molecule,ORPHENADRINE CITRATE
Anesthetic (local),CHEMBL1200396,Small molecule,BUPIVACAINE HYDROCHLORIDE
Antifungal,CHEMBL1200397,Small molecule,BUTENAFINE HYDROCHLORIDE
Antifungal,CHEMBL1200398,Small molecule,BUTOCONAZOLE NITRATE
Tranquilizer (minor),CHEMBL1200399,Small molecule,BUSPIRONE HYDROCHLORIDE
Immunosuppressant,CHEMBL1200400,Small molecule,AZATHIOPRINE SODIUM
Antihypertensive; Anti-Anginal,CHEMBL1200402,Small molecule,AMLODIPINE BESYLATE
Bronchodilator,CHEMBL1200405,Small molecule,BITOLTEROL MESYLATE
Anti-Emetic,CHEMBL1200406,Small molecule,DIMENHYDRINATE
Anesthetic (local),CHEMBL1200409,Small molecule,LIDOCAINE HYDROCHLORIDE
Antineoplastic,CHEMBL1200410,Small molecule,PROCARBAZINE HYDROCHLORIDE
Antiparkinsonian (D2 receptor agonist),CHEMBL1200411,Small molecule,ROPINIROLE HYDROCHLORIDE
Androgen,CHEMBL1200412,Small molecule,NANDROLONE PHENPROPIONATE
Adrenergic (vasoconstrictor),CHEMBL1200413,Small molecule,TETRAHYDROZOLINE HYDROCHLORIDE
Radioactive Agent; Diagnostic Aid (skeletal imaging),CHEMBL1200415,Small molecule,TECHNETIUM TC 99M OXIDRONATE
Cardiotonic,CHEMBL1200418,Small molecule,DOBUTAMINE HYDROCHLORIDE
Antipsychotic,CHEMBL1200419,Small molecule,MOLINDONE HYDROCHLORIDE
Anesthetic (injectable),CHEMBL1200420,Small molecule,MIDAZOLAM HYDROCHLORIDE
Radioactive Agent,CHEMBL1200421,Small molecule,TECHNETIUM TC 99M MEBROFENIN
Diagnostic Aid (radiopaque medium),CHEMBL1200423,Small molecule,METRIZOATE SODIUM
,CHEMBL1200424,Small molecule,PENTETATE ZINC TRISODIUM
Antihypertensive,CHEMBL1200425,Small molecule,PARGYLINE HYDROCHLORIDE
Relaxant (smooth muscle),CHEMBL1200426,Small molecule,METHIXENE HYDROCHLORIDE
,CHEMBL1200430,Small molecule,ESTRADIOL ACETATE
Diagnostic Aid,CHEMBL1200431,Small molecule,GADOPENTETATE DIMEGLUMINE
Antihypertensive,CHEMBL1200432,Small molecule,METHYLDOPATE HYDROCHLORIDE
Bronchodilator,CHEMBL1200434,Small molecule,OXTRIPHYLLINE
Androgen,CHEMBL1200436,Small molecule,OXANDROLONE
Cardiac Depressant (anti-arrhythmic),CHEMBL1200437,Small molecule,QUINIDINE GLUCONATE
Antifungal,CHEMBL1200438,Small molecule,TIOCONAZOLE
Radioactive Agent; Diagnostic Aid (renal function determination),CHEMBL1200439,Small molecule,IODOHIPPURATE SODIUM I 123
Anesthetic (local),CHEMBL1200440,Small molecule,MEPIVACAINE HYDROCHLORIDE
,CHEMBL1200443,Small molecule,MERETHOXYLLINE PROCAINE
Bronchodilator,CHEMBL1200444,Small molecule,PIRBUTEROL ACETATE
Antihistaminic,CHEMBL1200446,Small molecule,TRIPELENNAMINE HYDROCHLORIDE
Osteoporosis Treatment And Prevention; Paget's Disease Treatment,CHEMBL1200448,Small molecule,TILUDRONATE DISODIUM
Glucocorticoid,CHEMBL1200449,Small molecule,TRIAMCINOLONE DIACETATE
Diagnostic Aid; Radioactive Agent,CHEMBL1200452,Small molecule,INDIUM IN 111 OXYQUINOLINE
,CHEMBL1200453,Small molecule,DOCOSANOL
Diagnostic Aid (radiopaque medium),CHEMBL1200455,Small molecule,IOHEXOL
"Diagnostic Aid (paramagnetic, brain disorders, spine disorders)",CHEMBL1200457,Small molecule,GADOVERSETAMIDE
Alkalizer,CHEMBL1200458,Small molecule,POTASSIUM CITRATE
Regulator (calcium),CHEMBL1200459,Small molecule,"POTASSIUM PHOSPHATE, DIBASIC"
,CHEMBL1200460,Small molecule,FERRIC AMMONIUM CITRATE
Antihypotensive,CHEMBL1200461,Small molecule,MIDODRINE HYDROCHLORIDE
,CHEMBL1200463,Small molecule,OXAPROZIN POTASSIUM
"Anesthetic (topical, ophthalmic)",CHEMBL1200464,Small molecule,PROPARACAINE HYDROCHLORIDE
Tranquilizer (minor),CHEMBL1200467,Small molecule,HYDROXYZINE PAMOATE
Pediculicide,CHEMBL1200468,Small molecule,MALATHION
Antipsychotic,CHEMBL1200469,Small molecule,PROMAZINE HYDROCHLORIDE
,CHEMBL1200470,Small molecule,ESOMEPRAZOLE SODIUM
Sedative-Hypnotic,CHEMBL1200472,Small molecule,QUAZEPAM
Anticholinergic (ophthalmic),CHEMBL1200473,Small molecule,CYCLOPENTOLATE HYDROCHLORIDE
Antibacterial,CHEMBL1200474,Small molecule,DEMECLOCYCLINE HYDROCHLORIDE
,CHEMBL1200475,Small molecule,DAUNORUBICIN CITRATE
,CHEMBL1200477,Small molecule,ALLOPURINOL SODIUM
Anesthetic (topical),CHEMBL1200478,Small molecule,DYCLONINE HYDROCHLORIDE
Anticholinergic,CHEMBL1200479,Small molecule,DICYCLOMINE HYDROCHLORIDE
Antibacterial,CHEMBL1200482,Small molecule,CEFOPERAZONE SODIUM
Anorexic,CHEMBL1200483,Small molecule,PHENMETRAZINE HYDROCHLORIDE
,CHEMBL1200485,Small molecule,SORAFENIB TOSYLATE
Diuretic,CHEMBL1200487,Small molecule,ETHACRYNATE SODIUM
,CHEMBL1200491,Small molecule,EPINASTINE HYDROCHLORIDE
Antidepressant,CHEMBL1200492,Small molecule,NEFAZODONE HYDROCHLORIDE
Antifungal,CHEMBL1200493,Small molecule,NAFTIFINE HYDROCHLORIDE
Antihypertensive,CHEMBL1200494,Small molecule,GUANFACINE HYDROCHLORIDE
Glucocorticoid,CHEMBL1200495,Small molecule,HYDROCORTISONE SODIUM SUCCINATE
Antinauseant,CHEMBL1200497,Small molecule,CYCLIZINE LACTATE
Antibacterial,CHEMBL1200498,Small molecule,ALATROFLOXACIN MESYLATE
Glucocorticoid,CHEMBL1200500,Small molecule,BECLOMETHASONE DIPROPIONATE
Enzyme Inhibitor (prolactin),CHEMBL1200503,Small molecule,BROMOCRIPTINE MESYLATE
Antibacterial,CHEMBL1200506,Small molecule,ERYTHROMYCIN LACTOBIONATE
Diagnostic Aid (radiopaque medium),CHEMBL1200508,Small molecule,IOXAGLATE MEGLUMINE
Antibacterial,CHEMBL1200510,Small molecule,ERYTHROMYCIN STEARATE
Cholinergic (ophthalmic),CHEMBL1200514,Small molecule,DEMECARIUM BROMIDE
,CHEMBL1200515,Small molecule,DESERPIDINE
Anti-Adrenergic,CHEMBL1200517,Small molecule,DIHYDROERGOTAMINE MESYLATE
,CHEMBL1200521,Small molecule,ALMOTRIPTAN MALATE
Sunscreen,CHEMBL1200522,Small molecule,AVOBENZONE
Antibacterial (systemic),CHEMBL1200523,Small molecule,CEFAZOLIN SODIUM
Neuromuscular Blocking Agent,CHEMBL1200527,Small molecule,ATRACURIUM BESYLATE
Supplement (trace mineral),CHEMBL1200528,Small molecule,CHROMIC CHLORIDE
Radioactive Agent,CHEMBL1200529,Small molecule,COBALTOUS CHLORIDE CO 57
Antibacterial,CHEMBL1200530,Small molecule,CEFOXITIN SODIUM
Analgesic (narcotic),CHEMBL1200531,Small molecule,ALFENTANIL HYDROCHLORIDE
Antipruritic,CHEMBL1200532,Small molecule,METHDILAZINE HYDROCHLORIDE
Antihypertensive; Enzyme Inhibitor (angiotensin-converting),CHEMBL1200534,Small molecule,MOEXIPRIL HYDROCHLORIDE
Diagnostic Aid (radiopaque medium); Radioactive Agent,CHEMBL1200535,Small molecule,THALLOUS CHLORIDE TL 201
Glucocorticoid,CHEMBL1200538,Small molecule,BETAMETHASONE ACETATE
,CHEMBL1200541,Small molecule,AMBENONIUM CHLORIDE
Adrenocortical Steroid (salt-regulating),CHEMBL1200542,Small molecule,DESOXYCORTICOSTERONE ACETATE
,CHEMBL1200543,Small molecule,ANILERIDINE PHOSPHATE
Antibacterial,CHEMBL1200544,Small molecule,CEPHALEXIN
Anti-Inflammatory (topical),CHEMBL1200545,Small molecule,DIFLORASONE DIACETATE
Supplement (trace mineral),CHEMBL1200548,Small molecule,MANGANESE CHLORIDE
Neuromuscular Blocking Agent,CHEMBL1200549,Small molecule,RAPACURONIUM BROMIDE
Antihistaminic,CHEMBL1200550,Small molecule,ANTAZOLINE PHOSPHATE
Supplement (trace mineral),CHEMBL1200553,Small molecule,CUPRIC CHLORIDE
Supplement (trace mineral),CHEMBL1200557,Small molecule,MANGANESE SULFATE
,CHEMBL1200559,Small molecule,LACTIC ACID
Antihypertensive,CHEMBL1200560,Small molecule,GUANABENZ ACETATE
Antihypertensive,CHEMBL1200561,Small molecule,DOXAZOSIN MESYLATE
Glucocorticoid,CHEMBL1200562,Small molecule,HYDROCORTISONE VALERATE
Inhibitor (HMG-CoA reductase); Antihyperlipidemic,CHEMBL1200563,Small molecule,CERIVASTATIN SODIUM
,CHEMBL1200569,Small molecule,"CAFFEINE, CITRATED"
Diagnostic Aid (radiopaque medium),CHEMBL1200570,Small molecule,MEGLUMINE
Diagnostic Aid (paramagnetic),CHEMBL1200571,Small molecule,GADOBENATE DIMEGLUMINE
Pharmaceutic Aid (sorbent),CHEMBL1200572,Small molecule,MAGNESIUM OXIDE
"Pharmaceutic Aid (tonicity agent),Radioactive Agent",CHEMBL1200574,Small molecule,SODIUM CHLORIDE
Relaxant (smooth muscle),CHEMBL1200578,Small molecule,THEOPHYLLINE SODIUM GLYCINATE
,CHEMBL1200580,Small molecule,SULFOXONE SODIUM
Diagnostic Aid (radiopaque medium),CHEMBL1200581,Small molecule,DIATRIZOATE SODIUM
Antineoplastic,CHEMBL1200582,Small molecule,AMINOLEVULINIC ACID HYDROCHLORIDE
,CHEMBL1200584,Small molecule,AMINOSALICYLATE POTASSIUM
Androgen,CHEMBL1200585,Small molecule,OXYMETHOLONE
Anesthetic (local),CHEMBL1200586,Small molecule,PRILOCAINE HYDROCHLORIDE
Antibacterial,CHEMBL1200588,Small molecule,CLINDAMYCIN HYDROCHLORIDE
Antibacterial,CHEMBL1200589,Small molecule,CEFOTIAM HYDROCHLORIDE
Adrenocortical Steroid (salt-regulating),CHEMBL1200592,Small molecule,DESOXYCORTICOSTERONE PIVALATE
Diagnostic Aid (paramagnetic),CHEMBL1200593,Small molecule,GADOTERIDOL
Anorexic,CHEMBL1200595,Small molecule,CHLORPHENTERMINE HYDROCHLORIDE
Antiseborrheic,CHEMBL1200596,Small molecule,CHLOROXINE
,CHEMBL1200597,Small molecule,ETIDOCAINE HYDROCHLORIDE
Estrogen,CHEMBL1200598,Small molecule,DIETHYLSTILBESTROL DIPHOSPHATE
,CHEMBL1200599,Small molecule,DIFENOXIN HYDROCHLORIDE
Glucocorticoid,CHEMBL1200600,Small molecule,FLUOROMETHOLONE
Antimigraine,CHEMBL1200601,Small molecule,NARATRIPTAN HYDROCHLORIDE
Anticholinergic,CHEMBL1200604,Small molecule,TROPICAMIDE
Cardiac Depressant (anti-arrhythmic),CHEMBL1200606,Small molecule,MEXILETINE HYDROCHLORIDE
,CHEMBL1200607,Small molecule,PERFLEXANE
,CHEMBL1200609,Small molecule,PAROXETINE MESYLATE
Antibacterial,CHEMBL1200610,Small molecule,LORACARBEF
Anesthetic (local),CHEMBL1200612,Small molecule,DIBUCAINE HYDROCHLORIDE
Anti-Inflammatory,CHEMBL1200613,Small molecule,TOLMETIN SODIUM
Diagnostic Aid (radiopaque medium),CHEMBL1200614,Small molecule,IOVERSOL
Antihypertensive; Diuretic,CHEMBL1200616,Small molecule,CHLOROTHIAZIDE SODIUM
Anti-Inflammatory,CHEMBL1200617,Small molecule,RIMEXOLONE
Antihistaminic,CHEMBL1200618,Small molecule,FEXOFENADINE HYDROCHLORIDE
,CHEMBL1200621,Small molecule,GEMIFLOXACIN MESYLATE
,CHEMBL1200622,Small molecule,PARICALCITOL
Anabolic,CHEMBL1200623,Small molecule,ETHYLESTRENOL
Progestin,CHEMBL1200624,Small molecule,ETHYNODIOL DIACETATE
Antineoplastic; Radioactive Agent,CHEMBL1200625,Small molecule,STRONTIUM CHLORIDE SR 89
Disinfectant,CHEMBL1200627,Small molecule,PROPIOLACTONE
Antibacterial,CHEMBL1200628,Small molecule,VANCOMYCIN HYDROCHLORIDE
Neuromuscular Blocking Agent,CHEMBL1200629,Small molecule,VECURONIUM BROMIDE
Amino Acid,CHEMBL1200630,Small molecule,CYSTEINE HYDROCHLORIDE
,CHEMBL1200632,Small molecule,CLINDAMYCIN PALMITATE HYDROCHLORIDE
,CHEMBL1200635,Small molecule,HYDROCORTAMATE HYDROCHLORIDE
Relaxant (muscle),CHEMBL1200636,Small molecule,CYCLOBENZAPRINE HYDROCHLORIDE
Antihistaminic,CHEMBL1200638,Small molecule,DEXBROMPHENIRAMINE MALEATE
Radioactive Agent,CHEMBL1200639,Small molecule,TECHNETIUM TC 99M GLUCEPTATE
Hematinic,CHEMBL1200640,Small molecule,FERROUS FUMARATE
Neuromuscular Blocking Agent,CHEMBL1200641,Small molecule,CISATRACURIUM BESYLATE
Antifungal,CHEMBL1200647,Small molecule,CANDICIDIN
Antibacterial,CHEMBL1200649,Small molecule,QUINUPRISTIN
Antibacterial (ophthalmic),CHEMBL1200656,Small molecule,NATAMYCIN
Antihypertensive,CHEMBL1200659,Small molecule,ENALAPRIL MALEATE
Diuretic,CHEMBL1200660,Small molecule,ISOSORBIDE
,CHEMBL1200661,Small molecule,UNOPROSTONE ISOPROPYL
,CHEMBL1200662,Small molecule,HEMIN
Radioactive Agent,CHEMBL1200663,Small molecule,TECHNETIUM TC 99M LIDOFENIN
,CHEMBL1200664,Small molecule,POTASSIUM LACTATE
Antiperistaltic,CHEMBL1200665,Small molecule,DIPHENOXYLATE HYDROCHLORIDE
Antipsoriatic,CHEMBL1200666,Small molecule,CALCIPOTRIENE
"Radioactive Agent,Replenisher (calcium)",CHEMBL1200668,Small molecule,CALCIUM CHLORIDE
Antibacterial,CHEMBL1200672,Small molecule,CEFPIRAMIDE SODIUM
"Diagnostic Aid; Radioactive Agent; Gas, Medicinal",CHEMBL1200673,Small molecule,XENON XE 127
Anti-Estrogen; Antineoplastic,CHEMBL1200675,Small molecule,TOREMIFENE CITRATE
Radioactive Agent,CHEMBL1200676,Small molecule,CHROMIC PHOSPHATE P 32
,CHEMBL1200678,Small molecule,ATAZANAVIR SULFATE
Astringent; Dentin Desensitizer,CHEMBL1200679,Small molecule,ZINC CHLORIDE
Antifungal; Antiseborrheic,CHEMBL1200680,Small molecule,SELENIUM SULFIDE
Anti-Asthmatic (leukotriene antagonist),CHEMBL1200681,Small molecule,MONTELUKAST SODIUM
"Anesthesia, Adjunct To",CHEMBL1200682,Small molecule,SODIUM OXYBATE
Radioactive Agent,CHEMBL1200685,Small molecule,XENON XE 133
,CHEMBL1200686,Small molecule,PIMECROLIMUS
Antibacterial,CHEMBL1200688,Small molecule,ERYTHROMYCIN ETHYLSUCCINATE
,CHEMBL1200689,Small molecule,NITRIC OXIDE
,CHEMBL1200691,Small molecule,MAGNESIUM ACETATE
Supplement (trace mineral),CHEMBL1200693,Small molecule,MANGANESE CHLORIDE
Anesthetic (inhalation),CHEMBL1200694,Small molecule,SEVOFLURANE
Adrenergic (vasoconstrictor),CHEMBL1200695,Small molecule,PHENYLPROPANOLAMINE HYDROCHLORIDE
,CHEMBL1200696,Small molecule,POTASSIUM PERCHLORATE
Radioactive Agent,CHEMBL1200698,Small molecule,PENTETATE CALCIUM TRISODIUM YB 169
Antibacterial,CHEMBL1200699,Small molecule,DOXYCYCLINE
Antibacterial,CHEMBL1200701,Small molecule,DICLOXACILLIN SODIUM
Sedative-Hypnotic,CHEMBL1200703,Small molecule,CHLORDIAZEPOXIDE HYDROCHLORIDE
Adrenergic (ophthalmic),CHEMBL1200705,Small molecule,HYDROXYAMPHETAMINE HYDROBROMIDE
Antacid,CHEMBL1200706,Small molecule,ALUMINUM HYDROXIDE
,CHEMBL1200707,Small molecule,BENZQUINAMIDE HYDROCHLORIDE
Scabicide,CHEMBL1200709,Small molecule,CROTAMITON
Antidepressant,CHEMBL1200710,Small molecule,CLOMIPRAMINE HYDROCHLORIDE
,CHEMBL1200711,Small molecule,OMEGA-3-ACID ETHYL ESTERS
,CHEMBL1200712,Small molecule,EVANS BLUE
,CHEMBL1200714,Small molecule,CHLORMEZANONE
,CHEMBL1200715,Small molecule,HEXYLCAINE HYDROCHLORIDE
Laxative; Antacid,CHEMBL1200718,Small molecule,"MAGNESIA, [MILK OF]"
Antineoplastic,CHEMBL1200721,Small molecule,ESTRAMUSTINE PHOSPHATE SODIUM
Neuromuscular Blocking Agent,CHEMBL1200722,Small molecule,PIPECURONIUM BROMIDE
Adrenergic (vasoconstrictor),CHEMBL1200724,Small molecule,PSEUDOEPHEDRINE HYDROCHLORIDE
,CHEMBL1200725,Small molecule,SERTACONAZOLE NITRATE
"Diagnostic Aid (radioactive, cardiac disease); Radioactive Agent",CHEMBL1200727,Small molecule,RUBIDIUM CHLORIDE RB 82
,CHEMBL1200728,Small molecule,GUANIDINE HYDROCHLORIDE
Antirickettsial; Antibacterial,CHEMBL1200729,Small molecule,CHLORAMPHENICOL SODIUM SUCCINATE
"Radioactive Agent,Replenisher (electrolyte)",CHEMBL1200731,Small molecule,POTASSIUM CHLORIDE
Glucocorticoid,CHEMBL1200732,Small molecule,AMCINONIDE
Anesthetic,CHEMBL1200733,Small molecule,DESFLURANE
,CHEMBL1200734,Small molecule,FOSAMPRENAVIR CALCIUM
,CHEMBL1200735,Small molecule,MOXIFLOXACIN HYDROCHLORIDE
Antacid,CHEMBL1200736,Small molecule,MAGNESIUM CARBONATE
Pulmonary Surfactant,CHEMBL1200737,Small molecule,COLFOSCERIL PALMITATE
Diagnostic Aid (radiopaque medium),CHEMBL1200743,Small molecule,IOXAGLATE SODIUM
Radioactive Agent,CHEMBL1200744,Small molecule,SODIUM FLUORIDE F 18
Vasodilator (coronary),CHEMBL1200745,Small molecule,OXPRENOLOL HYDROCHLORIDE
Antipruritic (topical),CHEMBL1200747,Small molecule,AMMONIUM LACTATE
Inhibitor (decarboxylase),CHEMBL1200748,Small molecule,CARBIDOPA
,CHEMBL1200749,Small molecule,LEVOBUPIVACAINE HYDROCHLORIDE
Antihistaminic; Anti-Emetic,CHEMBL1200750,Small molecule,PROMETHAZINE HYDROCHLORIDE
Antineoplastic,CHEMBL1200751,Small molecule,MERCAPTOPURINE
Vitamin (enzyme co-factor),CHEMBL1200756,Small molecule,PYRIDOXINE HYDROCHLORIDE
Neuromuscular Blocking Agent,CHEMBL1200757,Small molecule,PANCURONIUM BROMIDE
Antibacterial,CHEMBL1200758,Small molecule,AMPICILLIN SODIUM
Hematinic,CHEMBL1200830,Small molecule,FERROUS SULFATE
Enzyme Inhibitor (angiotensin-converting),CHEMBL1200831,Small molecule,SPIRAPRIL HYDROCHLORIDE
,CHEMBL1200832,Small molecule,TERBINAFINE HYDROCHLORIDE
Antiglaucoma Agent,CHEMBL1200833,Small molecule,DIPIVEFRIN HYDROCHLORIDE
Radioactive Agent,CHEMBL1200835,Small molecule,TECHNETIUM TC 99M ETIDRONATE
